year,team_qid,team_name,final_position,stage_reached,source_url,notes,brand,brand_name,brand_name_normalized,has_brand,is_champion,is_runner_up,is_top4,is_top8,is_top16,stage_norm
1974,Q22,Scotland,9,Group stage,https://www.thesoccerworldcups.com/world_cups/1974_final_standings.php,Final standings (all teams),umbro,Umbro,umbro,True,False,False,False,False,True,group stage
1974,Q38,Italy,10,Group stage,https://www.thesoccerworldcups.com/world_cups/1974_final_standings.php,Final standings (all teams),landoni,Landoni,landoni,True,False,False,False,False,True,group stage
1974,Q298,Chile,11,Group stage,https://www.thesoccerworldcups.com/world_cups/1974_final_standings.php,Final standings (all teams),kopa,KoPa,kopa,True,False,False,False,False,True,group stage
1974,Q219,Bulgaria,12,Group stage,https://www.thesoccerworldcups.com/world_cups/1974_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,False,False,True,group stage
1974,Q13393,Uruguay,13,Group stage,https://www.thesoccerworldcups.com/world_cups/1974_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,False,False,True,group stage
1974,Q408,Australia,14,Group stage,https://www.thesoccerworldcups.com/world_cups/1974_final_standings.php,Final standings (all teams),umbro,Umbro,umbro,True,False,False,False,False,True,group stage
1974,Q790,Haiti,15,Group stage,https://www.thesoccerworldcups.com/world_cups/1974_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,False,False,True,group stage
1974,Q115,Zaire,16,Group stage,https://www.thesoccerworldcups.com/world_cups/1974_final_standings.php,Team listed as Zaire (now DR Congo),adidas,Adidas,adidas,True,False,False,False,False,True,group stage
1978,Q414,Argentina,1,Final,https://www.thesoccerworldcups.com/world_cups/1978_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,True,False,True,True,True,final
1978,Q55,Netherlands,2,Final,https://www.thesoccerworldcups.com/world_cups/1978_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,True,True,True,True,final
1978,Q155,Brazil,3,Third place match,https://www.thesoccerworldcups.com/world_cups/1978_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,True,True,True,third place match
1978,Q38,Italy,4,Third place match,https://www.thesoccerworldcups.com/world_cups/1978_final_standings.php,Final standings (all teams),baila,Baila,baila,True,False,False,True,True,True,third place match
1978,Q36,Poland,5,Second round,https://www.thesoccerworldcups.com/world_cups/1978_final_standings.php,Second group stage format in 1978,adidas,Adidas,adidas,True,False,False,False,True,True,second round
1978,Q183,West Germany,6,Second round,https://www.thesoccerworldcups.com/world_cups/1978_final_standings.php,Second group stage format in 1978,erima,Erima,erima,True,False,False,False,True,True,second round
1978,Q40,Austria,7,Second round,https://www.thesoccerworldcups.com/world_cups/1978_final_standings.php,Second group stage format in 1978,puma,Puma,puma,True,False,False,False,True,True,second round
1978,Q419,Peru,8,Second round,https://www.thesoccerworldcups.com/world_cups/1978_final_standings.php,Second group stage format in 1978,adidas,Adidas,adidas,True,False,False,False,True,True,second round
1978,Q948,Tunisia,9,Group stage,https://www.thesoccerworldcups.com/world_cups/1978_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,False,False,True,group stage
1978,Q29,Spain,10,Group stage,https://www.thesoccerworldcups.com/world_cups/1978_final_standings.php,Final standings (all teams),deportes cóndor,Deportes Cóndor,deportes cóndor,True,False,False,False,False,True,group stage
1978,Q22,Scotland,11,Group stage,https://www.thesoccerworldcups.com/world_cups/1978_final_standings.php,Final standings (all teams),umbro,Umbro,umbro,True,False,False,False,False,True,group stage
1978,Q142,France,12,Group stage,https://www.thesoccerworldcups.com/world_cups/1978_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,False,False,True,group stage
1978,Q34,Sweden,13,Group stage,https://www.thesoccerworldcups.com/world_cups/1978_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,False,False,True,group stage
1978,Q794,Iran,14,Group stage,https://www.thesoccerworldcups.com/world_cups/1978_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,False,False,True,group stage
1978,Q189,Hungary,15,Group stage,https://www.thesoccerworldcups.com/world_cups/1978_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,False,False,True,group stage
1978,Q96,Mexico,16,Group stage,https://www.thesoccerworldcups.com/world_cups/1978_final_standings.php,Final standings (all teams),levi’s,Levi’s,levi’s,True,False,False,False,False,True,group stage
1982,Q38,Italy,1,Final,https://www.thesoccerworldcups.com/world_cups/1982_final_standings.php,Final standings (all teams),le coq sportif,Le Coq Sportif,le coq sportif,True,True,False,True,True,True,final
1982,Q183,West Germany,2,Final,https://www.thesoccerworldcups.com/world_cups/1982_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,True,True,True,True,final
1982,Q36,Poland,3,Third place match,https://www.thesoccerworldcups.com/world_cups/1982_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,True,True,True,third place match
1982,Q142,France,4,Third place match,https://www.thesoccerworldcups.com/world_cups/1982_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,True,True,True,third place match
1982,Q155,Brazil,5,Second round,https://www.thesoccerworldcups.com/world_cups/1982_final_standings.php,Second group stage format in 1982,topper,Topper,topper,True,False,False,False,True,True,second round
1982,Q21,England,6,Second round,https://www.thesoccerworldcups.com/world_cups/1982_final_standings.php,Second group stage format in 1982,admiral,Admiral,admiral,True,False,False,False,True,True,second round
1982,Q15180,Soviet Union,7,Second round,https://www.thesoccerworldcups.com/world_cups/1982_final_standings.php,Historical team (Soviet Union); second group stage format,adidas,Adidas,adidas,True,False,False,False,True,True,second round
1982,Q40,Austria,8,Second round,https://www.thesoccerworldcups.com/world_cups/1982_final_standings.php,Second group stage format in 1982,puma,Puma,puma,True,False,False,False,True,True,second round
1982,Q106647,Northern Ireland,9,Second round,https://www.thesoccerworldcups.com/world_cups/1982_final_standings.php,Second group stage format in 1982,adidas,Adidas,adidas,True,False,False,False,False,True,second round
1982,Q31,Belgium,10,Second round,https://www.thesoccerworldcups.com/world_cups/1982_final_standings.php,Second group stage format in 1982,admiral,Admiral,admiral,True,False,False,False,False,True,second round
1982,Q414,Argentina,11,Second round,https://www.thesoccerworldcups.com/world_cups/1982_final_standings.php,Final standings (all teams),le coq sportif,Le Coq Sportif,le coq sportif,True,False,False,False,False,True,second round
1982,Q29,Spain,12,Second round,https://www.thesoccerworldcups.com/world_cups/1982_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,False,False,True,second round
1982,Q262,Algeria,13,Group stage,https://www.thesoccerworldcups.com/world_cups/1982_final_standings.php,Final standings (all teams),,,,False,False,False,False,False,True,group stage
1982,Q189,Hungary,14,Group stage,https://www.thesoccerworldcups.com/world_cups/1982_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,False,False,True,group stage
1982,Q22,Scotland,15,Group stage,https://www.thesoccerworldcups.com/world_cups/1982_final_standings.php,Final standings (all teams),umbro,Umbro,umbro,True,False,False,False,False,True,group stage
1982,Q36704,Yugoslavia,16,Group stage,https://www.thesoccerworldcups.com/world_cups/1982_final_standings.php,Historical team (Yugoslavia),adidas,Adidas,adidas,True,False,False,False,False,True,group stage
1982,Q970,Cameroon,17,Group stage,https://www.thesoccerworldcups.com/world_cups/1982_final_standings.php,Final standings (all teams),le coq sportif,Le Coq Sportif,le coq sportif,True,False,False,False,False,False,group stage
1982,Q783,Honduras,18,Group stage,https://www.thesoccerworldcups.com/world_cups/1982_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,False,False,False,group stage
1982,Q33946,Czechoslovakia,19,Group stage,https://www.thesoccerworldcups.com/world_cups/1982_final_standings.php,Historical team (Czechoslovakia),adidas,Adidas,adidas,True,False,False,False,False,False,group stage
1982,Q419,Peru,20,Group stage,https://www.thesoccerworldcups.com/world_cups/1982_final_standings.php,Final standings (all teams),penalty,Penalty,penalty,True,False,False,False,False,False,group stage
1982,Q831,Kuwait,21,Group stage,https://www.thesoccerworldcups.com/world_cups/1982_final_standings.php,Final standings (all teams),puma,Puma,puma,True,False,False,False,False,False,group stage
1982,Q298,Chile,22,Group stage,https://www.thesoccerworldcups.com/world_cups/1982_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,False,False,False,group stage
1982,Q664,New Zealand,23,Group stage,https://www.thesoccerworldcups.com/world_cups/1982_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,False,False,False,group stage
1982,Q792,El Salvador,24,Group stage,https://www.thesoccerworldcups.com/world_cups/1982_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,False,False,False,group stage
1986,Q414,Argentina,1,Final,https://www.thesoccerworldcups.com/world_cups/1986_final_standings.php,Final standings (all teams),le coq sportif,Le Coq Sportif,le coq sportif,True,True,False,True,True,True,final
1986,Q183,West Germany,2,Final,https://www.thesoccerworldcups.com/world_cups/1986_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,True,True,True,True,final
1986,Q142,France,3,Third place match,https://www.thesoccerworldcups.com/world_cups/1986_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,True,True,True,third place match
1986,Q31,Belgium,4,Third place match,https://www.thesoccerworldcups.com/world_cups/1986_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,True,True,True,third place match
1986,Q155,Brazil,5,Quarter-finals,https://www.thesoccerworldcups.com/world_cups/1986_final_standings.php,Final standings (all teams),topper,Topper,topper,True,False,False,False,True,True,quarter-finals
1986,Q96,Mexico,6,Quarter-finals,https://www.thesoccerworldcups.com/world_cups/1986_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,False,True,True,quarter-finals
1986,Q29,Spain,7,Quarter-finals,https://www.thesoccerworldcups.com/world_cups/1986_final_standings.php,Final standings (all teams),le coq sportif,Le Coq Sportif,le coq sportif,True,False,False,False,True,True,quarter-finals
1986,Q21,England,8,Quarter-finals,https://www.thesoccerworldcups.com/world_cups/1986_final_standings.php,Final standings (all teams),umbro,Umbro,umbro,True,False,False,False,True,True,quarter-finals
1986,Q35,Denmark,9,Round of 16,https://www.thesoccerworldcups.com/world_cups/1986_final_standings.php,Final standings (all teams),hummel,Hummel,hummel,True,False,False,False,False,True,round of 16
1986,Q15180,Soviet Union,10,Round of 16,https://www.thesoccerworldcups.com/world_cups/1986_final_standings.php,Historical team (Soviet Union); final standings (all teams),adidas,Adidas,adidas,True,False,False,False,False,True,round of 16
1986,Q1028,Morocco,11,Round of 16,https://www.thesoccerworldcups.com/world_cups/1986_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,False,False,True,round of 16
1986,Q38,Italy,12,Round of 16,https://www.thesoccerworldcups.com/world_cups/1986_final_standings.php,Final standings (all teams),diadora,Diadora,diadora,True,False,False,False,False,True,round of 16
1986,Q733,Paraguay,13,Round of 16,https://www.thesoccerworldcups.com/world_cups/1986_final_standings.php,Final standings (all teams),rainha,Rainha,rainha,True,False,False,False,False,True,round of 16
1986,Q36,Poland,14,Round of 16,https://www.thesoccerworldcups.com/world_cups/1986_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,False,False,True,round of 16
1986,Q219,Bulgaria,15,Round of 16,https://www.thesoccerworldcups.com/world_cups/1986_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,False,False,True,round of 16
1986,Q13393,Uruguay,16,Round of 16,https://www.thesoccerworldcups.com/world_cups/1986_final_standings.php,Final standings (all teams),le coq sportif,Le Coq Sportif,le coq sportif,True,False,False,False,False,True,round of 16
1986,Q5140,Portugal,17,Group stage,https://www.thesoccerworldcups.com/world_cups/1986_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,False,False,False,group stage
1986,Q189,Hungary,18,Group stage,https://www.thesoccerworldcups.com/world_cups/1986_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,False,False,False,group stage
1986,Q22,Scotland,19,Group stage,https://www.thesoccerworldcups.com/world_cups/1986_final_standings.php,Final standings (all teams),umbro,Umbro,umbro,True,False,False,False,False,False,group stage
1986,Q884,Korea Republic,20,Group stage,https://www.thesoccerworldcups.com/world_cups/1986_final_standings.php,Final standings (all teams),weekend,Weekend,weekend,True,False,False,False,False,False,group stage
1986,Q106647,Northern Ireland,21,Group stage,https://www.thesoccerworldcups.com/world_cups/1986_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,False,False,False,group stage
1986,Q262,Algeria,22,Group stage,https://www.thesoccerworldcups.com/world_cups/1986_final_standings.php,Final standings (all teams),,,,False,False,False,False,False,False,group stage
1986,Q796,Iraq,23,Group stage,https://www.thesoccerworldcups.com/world_cups/1986_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,False,False,False,group stage
1986,Q241,Canada,24,Group stage,https://www.thesoccerworldcups.com/world_cups/1986_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,False,False,False,group stage
1990,Q183,West Germany,1,Final,https://www.thesoccerworldcups.com/world_cups/1990_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,True,False,True,True,True,final
1990,Q414,Argentina,2,Final,https://www.thesoccerworldcups.com/world_cups/1990_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,True,True,True,True,final
1990,Q38,Italy,3,Third place match,https://www.thesoccerworldcups.com/world_cups/1990_final_standings.php,Final standings (all teams),diadora,Diadora,diadora,True,False,False,True,True,True,third place match
1990,Q21,England,4,Third place match,https://www.thesoccerworldcups.com/world_cups/1990_final_standings.php,Final standings (all teams),umbro,Umbro,umbro,True,False,False,True,True,True,third place match
1990,Q36704,Yugoslavia,5,Quarter-finals,https://www.thesoccerworldcups.com/world_cups/1990_final_standings.php,Historical team (Yugoslavia); final standings (all teams),umbro,Umbro,umbro,True,False,False,False,True,True,quarter-finals
1990,Q33946,Czechoslovakia,6,Quarter-finals,https://www.thesoccerworldcups.com/world_cups/1990_final_standings.php,Historical team (Czechoslovakia); final standings (all teams),adidas,Adidas,adidas,True,False,False,False,True,True,quarter-finals
1990,Q970,Cameroon,7,Quarter-finals,https://www.thesoccerworldcups.com/world_cups/1990_final_standings.php,Final standings (all teams),lotto,Lotto,lotto,True,False,False,False,True,True,quarter-finals
1990,Q27,Republic of Ireland,8,Quarter-finals,https://www.thesoccerworldcups.com/world_cups/1990_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,False,True,True,quarter-finals
1990,Q155,Brazil,9,Round of 16,https://www.thesoccerworldcups.com/world_cups/1990_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,False,False,True,round of 16
1990,Q29,Spain,10,Round of 16,https://www.thesoccerworldcups.com/world_cups/1990_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,False,False,True,round of 16
1990,Q31,Belgium,11,Round of 16,https://www.thesoccerworldcups.com/world_cups/1990_final_standings.php,Final standings (all teams),le coq sportif,Le Coq Sportif,le coq sportif,True,False,False,False,False,True,round of 16
1990,Q218,Romania,12,Round of 16,https://www.thesoccerworldcups.com/world_cups/1990_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,False,False,True,round of 16
1990,Q800,Costa Rica,13,Round of 16,https://www.thesoccerworldcups.com/world_cups/1990_final_standings.php,Final standings (all teams),topper,Topper,topper,True,False,False,False,False,True,round of 16
1990,Q739,Colombia,14,Round of 16,https://www.thesoccerworldcups.com/world_cups/1990_final_standings.php,Final standings (all teams),diadora,Diadora,diadora,True,False,False,False,False,True,round of 16
1990,Q55,Netherlands,15,Round of 16,https://www.thesoccerworldcups.com/world_cups/1990_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,False,False,True,round of 16
1990,Q13393,Uruguay,16,Round of 16,https://www.thesoccerworldcups.com/world_cups/1990_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,False,False,True,round of 16
1990,Q15180,Soviet Union,17,Group stage,https://www.thesoccerworldcups.com/world_cups/1990_final_standings.php,Historical team (Soviet Union); final standings (all teams),adidas,Adidas,adidas,True,False,False,False,False,False,group stage
1990,Q40,Austria,18,Group stage,https://www.thesoccerworldcups.com/world_cups/1990_final_standings.php,Final standings show Austria tied with Scotland on ranking/points,puma,Puma,puma,True,False,False,False,False,False,group stage
1990,Q22,Scotland,18,Group stage,https://www.thesoccerworldcups.com/world_cups/1990_final_standings.php,Final standings show Scotland tied with Austria on ranking/points,umbro,Umbro,umbro,True,False,False,False,False,False,group stage
1990,Q79,Egypt,20,Group stage,https://www.thesoccerworldcups.com/world_cups/1990_final_standings.php,Final standings (all teams),umbro,Umbro,umbro,True,False,False,False,False,False,group stage
1990,Q34,Sweden,21,Group stage,https://www.thesoccerworldcups.com/world_cups/1990_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,False,False,False,group stage
1990,Q884,Korea Republic,22,Group stage,https://www.thesoccerworldcups.com/world_cups/1990_final_standings.php,Final standings (all teams),reebok,Reebok,reebok,True,False,False,False,False,False,group stage
1990,Q30,United States,23,Group stage,https://www.thesoccerworldcups.com/world_cups/1990_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,False,False,False,group stage
1990,Q878,United Arab Emirates,24,Group stage,https://www.thesoccerworldcups.com/world_cups/1990_final_standings.php,Final standings (all teams),umbro,Umbro,umbro,True,False,False,False,False,False,group stage
1994,Q155,Brazil,1,Final,https://www.thesoccerworldcups.com/world_cups/1994_final_standings.php,Final standings (all teams),umbro,Umbro,umbro,True,True,False,True,True,True,final
1994,Q38,Italy,2,Final,https://www.thesoccerworldcups.com/world_cups/1994_final_standings.php,Final standings (all teams),diadora,Diadora,diadora,True,False,True,True,True,True,final
1994,Q34,Sweden,3,Third place match,https://www.thesoccerworldcups.com/world_cups/1994_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,True,True,True,third place match
1994,Q219,Bulgaria,4,Third place match,https://www.thesoccerworldcups.com/world_cups/1994_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,True,True,True,third place match
1994,Q183,Germany,5,Quarter-finals,https://www.thesoccerworldcups.com/world_cups/1994_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,False,True,True,quarter-finals
1994,Q218,Romania,6,Quarter-finals,https://www.thesoccerworldcups.com/world_cups/1994_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,False,True,True,quarter-finals
1994,Q55,Netherlands,7,Quarter-finals,https://www.thesoccerworldcups.com/world_cups/1994_final_standings.php,Final standings (all teams),lotto,Lotto,lotto,True,False,False,False,True,True,quarter-finals
1994,Q29,Spain,8,Quarter-finals,https://www.thesoccerworldcups.com/world_cups/1994_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,False,True,True,quarter-finals
1994,Q1033,Nigeria,9,Round of 16,https://www.thesoccerworldcups.com/world_cups/1994_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,False,False,True,round of 16
1994,Q414,Argentina,10,Round of 16,https://www.thesoccerworldcups.com/world_cups/1994_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,False,False,True,round of 16
1994,Q31,Belgium,11,Round of 16,https://www.thesoccerworldcups.com/world_cups/1994_final_standings.php,Final standings (all teams),diadora,Diadora,diadora,True,False,False,False,False,True,round of 16
1994,Q851,Saudi Arabia,12,Round of 16,https://www.thesoccerworldcups.com/world_cups/1994_final_standings.php,Final standings (all teams),shamel,Shamel,shamel,True,False,False,False,False,True,round of 16
1994,Q96,Mexico,13,Round of 16,https://www.thesoccerworldcups.com/world_cups/1994_final_standings.php,Final standings (all teams),umbro,Umbro,umbro,True,False,False,False,False,True,round of 16
1994,Q30,United States,14,Round of 16,https://www.thesoccerworldcups.com/world_cups/1994_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,False,False,True,round of 16
1994,Q39,Switzerland,15,Round of 16,https://www.thesoccerworldcups.com/world_cups/1994_final_standings.php,Final standings (all teams),lotto,Lotto,lotto,True,False,False,False,False,True,round of 16
1994,Q27,Republic of Ireland,16,Round of 16,https://www.thesoccerworldcups.com/world_cups/1994_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,False,False,True,round of 16
1994,Q20,Norway,17,Group stage,https://www.thesoccerworldcups.com/world_cups/1994_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,False,False,False,group stage
1994,Q159,Russia,18,Group stage,https://www.thesoccerworldcups.com/world_cups/1994_final_standings.php,Final standings (all teams),reebok,Reebok,reebok,True,False,False,False,False,False,group stage
1994,Q739,Colombia,19,Group stage,https://www.thesoccerworldcups.com/world_cups/1994_final_standings.php,Final standings (all teams),umbro,Umbro,umbro,True,False,False,False,False,False,group stage
1994,Q884,Korea Republic,20,Group stage,https://www.thesoccerworldcups.com/world_cups/1994_final_standings.php,Final standings (all teams),rapido,Rapido,rapido,True,False,False,False,False,False,group stage
1994,Q750,Bolivia,21,Group stage,https://www.thesoccerworldcups.com/world_cups/1994_final_standings.php,Final standings (all teams),umbro,Umbro,umbro,True,False,False,False,False,False,group stage
1994,Q970,Cameroon,22,Group stage,https://www.thesoccerworldcups.com/world_cups/1994_final_standings.php,Final standings (all teams),mitre,Mitre,mitre,True,False,False,False,False,False,group stage
1994,Q1028,Morocco,23,Group stage,https://www.thesoccerworldcups.com/world_cups/1994_final_standings.php,Final standings (all teams),lotto,Lotto,lotto,True,False,False,False,False,False,group stage
1994,Q41,Greece,24,Group stage,https://www.thesoccerworldcups.com/world_cups/1994_final_standings.php,Final standings (all teams),diadora,Diadora,diadora,True,False,False,False,False,False,group stage
1998,Q142,France,1,Final,https://www.thesoccerworldcups.com/world_cups/1998_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,True,False,True,True,True,final
1998,Q155,Brazil,2,Final,https://www.thesoccerworldcups.com/world_cups/1998_final_standings.php,Final standings (all teams),nike,Nike,nike,True,False,True,True,True,True,final
1998,Q223,Croatia,3,Third place match,https://www.thesoccerworldcups.com/world_cups/1998_final_standings.php,Final standings (all teams),lotto,Lotto,lotto,True,False,False,True,True,True,third place match
1998,Q55,Netherlands,4,Third place match,https://www.thesoccerworldcups.com/world_cups/1998_final_standings.php,Final standings (all teams),nike,Nike,nike,True,False,False,True,True,True,third place match
1998,Q38,Italy,5,Quarter-finals,https://www.thesoccerworldcups.com/world_cups/1998_final_standings.php,Final standings (all teams),nike,Nike,nike,True,False,False,False,True,True,quarter-finals
1998,Q414,Argentina,6,Quarter-finals,https://www.thesoccerworldcups.com/world_cups/1998_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,False,True,True,quarter-finals
1998,Q183,Germany,7,Quarter-finals,https://www.thesoccerworldcups.com/world_cups/1998_final_standings.php,Final standings (all teams),adidas,Adidas,adidas,True,False,False,False,True,True,quarter-finals
1998,Q35,Denmark,8,Quarter-finals,https://www.thesoccerworldcups.com/world_cups/1998_final_standings.php,Final standings (all teams),hummel,Hummel,hummel,True,False,False,False,True,True,quarter-finals
1998,Q21,England,9,Round of 16,https://www.thesoccerworldcups.com/world_cups/1998_final_standings.php,Final standings (all teams),umbro,Umbro,umbro,True,False,False,False,False,True,round of 16
